id,cidade,area,quartos,banheiros,estacionamento,andares,animais,moveis,taxa_condominio,aluguel,seguro_incendio,total
1459,São Paulo,45,1,1,1,1,true,true,300000,552000,,859000
1460,São Paulo,40,1,1,0,3,true,true,35000,170000,,211200
1461,Belo Horizonte,45,3,1,0,-,true,true,0,130000,,144900
1462,Rio de Janeiro,180,3,3,0,-,true,true,2000,255000,,277900
1463,São Paulo,23,1,1,0,23,true,true,39900,210000,,256800
1464,Porto Alegre,53,1,1,0,2,true,true,27700,50000,,80500
1465,São Paulo,100,2,2,1,6,true,true,105000,400000,,534100
1466,São Paulo,400,4,5,4,8,true,true,388400,870000,,1437000
1467,Rio de Janeiro,92,1,3,1,10,true,true,145000,272000,,457100
1468,Belo Horizonte,420,6,4,0,5,true,true,92700,350000,,487900
1469,Rio de Janeiro,78,3,1,1,14,true,true,90000,280000,,383700
1470,São Paulo,70,2,1,1,11,true,true,50000,180000,,232800
1471,Campinas,500,6,5,8,-,true,true,0,800000,,874600
1472,São Paulo,130,3,4,2,3,true,true,250000,200000,,519300
1473,Rio de Janeiro,24,1,1,0,12,true,true,44500,200000,,251300
1474,São Paulo,125,2,1,1,11,true,true,70000,200000,,278900
1475,São Paulo,242,3,4,2,2,true,true,220000,450000,,771000
1476,São Paulo,69,3,1,1,1,true,true,41300,119900,,162800
1477,São Paulo,135,2,2,1,8,true,true,106300,325000,,451400
1478,Belo Horizonte,43,2,1,1,2,true,true,19900,62000,,92800
1479,São Paulo,565,4,5,6,-,true,true,233700,1485000,,1952000
1480,Porto Alegre,62,2,1,1,6,true,true,48500,129600,,185400
1481,Belo Horizonte,112,4,1,2,-,true,true,0,190000,,214400
1482,São Paulo,31,1,1,1,14,true,true,47800,250000,,308500
1483,São Paulo,89,3,3,0,9,true,true,99000,355000,,466900
1484,Porto Alegre,100,2,2,0,-,true,true,0,220000,,224000
1485,São Paulo,65,2,1,0,24,true,true,65000,600000,,692700
1486,Campinas,60,3,2,0,2,true,true,35000,236200,,283000
1487,Porto Alegre,75,3,2,1,3,true,true,45000,195000,,252700
1488,Porto Alegre,41,1,1,1,2,true,true,54000,115000,,174200
1489,São Paulo,100,2,1,0,1,true,true,76500,330000,,410700
1490,São Paulo,288,3,2,2,-,true,true,0,370000,,421300
1491,São Paulo,400,5,6,0,-,true,true,0,520000,,527900
1492,São Paulo,240,3,2,1,-,true,true,0,1500000,,1589000
1493,São Paulo,80,1,1,1,-,true,true,0,115000,,124300
1494,Campinas,43,2,1,1,-,true,true,27400,100000,,129400
1495,São Paulo,25,1,1,0,1,true,true,0,120000,,125100
1496,São Paulo,49,2,1,1,17,true,true,66500,200000,,279100
1497,São Paulo,40,1,1,0,-,true,true,0,97000,,104800
1498,Porto Alegre,71,2,1,0,2,true,true,0,150000,,152200
1499,São Paulo,50,2,1,0,10,true,true,45000,143000,,192400
1500,São Paulo,44,1,1,0,-,true,true,0,180000,,195300
1501,São Paulo,400,4,2,8,-,true,true,0,720000,,742600
1502,Porto Alegre,225,3,3,2,3,true,true,110000,380000,,514800
1503,Rio de Janeiro,82,3,2,2,4,true,true,96700,220000,,328800
1504,São Paulo,102,3,1,1,-,true,true,0,176000,,178700
1505,Porto Alegre,981,3,2,4,-,true,true,0,700000,,1163000
1506,Rio de Janeiro,25,1,1,0,-,true,true,5000,70000,,76000
1507,São Paulo,230,3,4,0,16,true,true,170000,300000,,543900
1508,São Paulo,280,3,4,3,3,true,true,171700,520000,,723300
1509,São Paulo,69,3,1,1,8,true,true,65000,135000,,210200
1510,Rio de Janeiro,58,1,2,0,5,true,true,70000,160000,,241100
1511,Campinas,58,1,1,0,3,true,true,50000,105000,,160200
1512,Campinas,64,2,1,1,-,true,true,44100,73000,,119900
1513,São Paulo,84,3,1,1,6,true,true,67000,218000,,297800
1514,Rio de Janeiro,35,1,1,0,7,true,true,45000,110000,,158600
1515,Rio de Janeiro,78,2,1,0,5,true,true,85000,160000,,256500
1516,São Paulo,55,2,1,2,4,true,true,78000,98000,,191500
1517,São Paulo,250,4,5,4,5,true,true,350000,1500000,,2023000
1518,Rio de Janeiro,110,3,2,0,7,true,true,110000,486000,,632300
1519,São Paulo,206,2,1,3,-,true,true,0,350000,,376700
1520,São Paulo,150,3,4,1,-,true,true,0,425000,,480500
1521,São Paulo,180,4,3,2,11,true,true,188000,900000,,1146000
1522,São Paulo,330,4,5,4,-,true,true,0,650000,,734800
1523,São Paulo,68,1,1,0,-,true,true,0,110000,,111700
1524,São Paulo,280,4,4,4,6,true,true,320000,600000,,937700
1525,Campinas,85,3,2,1,7,true,true,91500,150000,,249800
1526,São Paulo,55,2,1,0,1,true,true,34000,153000,,189000
1527,São Paulo,90,3,2,1,13,true,true,110000,280000,,396100
1528,Belo Horizonte,96,3,1,1,-,true,true,0,120000,,125400
1529,Belo Horizonte,250,4,1,8,-,true,true,0,212500,,239100
1530,Porto Alegre,80,2,2,1,2,true,true,50000,180000,,242700
1531,Porto Alegre,41,1,2,1,9,true,true,40000,280000,,330800
1532,São Paulo,75,2,1,3,5,true,true,70000,250000,,348200
1533,São Paulo,800,7,7,8,-,true,true,0,900000,,1214000
1534,Rio de Janeiro,45,1,1,0,5,true,true,75000,100000,,179700
1535,São Paulo,74,2,2,2,17,true,true,100000,500000,,618400
1536,Belo Horizonte,160,4,3,2,-,true,true,0,370000,,390400
1537,São Paulo,50,1,1,0,3,true,true,40000,150000,,197900
1538,São Paulo,126,2,3,1,9,true,true,200000,1000000,,1244000
1539,Rio de Janeiro,65,1,1,1,6,true,true,110000,400000,,558600
1540,São Paulo,120,3,2,2,8,true,true,74000,400000,,502900
1541,Belo Horizonte,150,4,2,2,8,true,true,73000,420000,,538200
1542,Campinas,76,1,1,1,1,true,true,96900,250000,,363100
1543,São Paulo,226,4,5,4,1,true,true,436000,1500000,,2179000
1544,São Paulo,22,1,1,0,-,true,true,0,97600,,99100
1545,Campinas,154,3,3,1,14,true,true,170000,650000,,828300
1546,São Paulo,56,2,2,2,1,true,true,48000,163000,,217300
1547,Belo Horizonte,212,3,5,4,-,true,true,0,420000,,466200
1548,São Paulo,62,3,2,1,4,true,true,40000,130000,,179200
1549,Rio de Janeiro,80,2,2,2,3,true,true,420000,780000,,1243000
1550,São Paulo,420,4,4,4,7,true,true,600000,1200000,,2015000
1551,Porto Alegre,32,1,1,0,-,true,true,23000,75000,,101400
1552,São Paulo,30,1,1,1,9,true,true,0,300000,,303900
1553,Campinas,70,2,2,0,5,true,true,0,100000,,107800
1554,São Paulo,200,3,3,2,-,true,true,0,600000,,684100
1555,São Paulo,25,1,1,0,2,true,true,10500,133000,,145200
1556,São Paulo,42,1,1,1,9,true,true,76800,369600,,452800
1557,São Paulo,135,3,3,2,1,true,true,165000,425000,,653800
1558,Porto Alegre,47,1,1,0,3,true,true,25000,90000,,120200
1559,Porto Alegre,35,1,1,0,3,true,true,20000,88000,,110800
1560,São Paulo,75,3,2,0,12,true,true,80000,223600,,312900
1561,São Paulo,300,2,2,0,-,true,true,0,300000,,333800
1562,São Paulo,45,1,1,1,14,true,true,220000,230000,,469700
1563,Belo Horizonte,850,5,7,8,-,true,true,0,1000000,,1017000
1564,Porto Alegre,140,3,2,2,3,true,true,68600,300000,,398000
1565,São Paulo,60,2,1,0,-,true,true,0,122200,,124100
1566,São Paulo,50,1,1,0,-,true,true,0,125000,,130300
1567,Campinas,150,4,5,2,1,true,true,110000,286000,,435700
1568,São Paulo,160,3,2,1,1,true,true,18500,769300,,821700
1569,São Paulo,334,3,3,8,-,true,true,0,860000,,893900
1570,São Paulo,330,4,3,0,-,true,true,0,980000,,1070000
1571,Porto Alegre,38,1,1,0,4,true,true,19000,180000,,203700
1572,Belo Horizonte,280,4,7,4,6,true,true,35000,300000,,403200
1573,São Paulo,200,3,3,2,12,true,true,200000,650000,,900000
1574,São Paulo,100,4,5,2,7,true,true,240000,850000,,1151000
1575,Rio de Janeiro,80,2,1,0,2,true,true,51500,140000,,203500
1576,São Paulo,267,3,6,6,-,true,true,0,480000,,534300
1577,Rio de Janeiro,130,3,1,1,2,true,true,100000,350000,,473000
1578,Belo Horizonte,70,2,3,1,12,true,true,70000,245000,,334800
1579,São Paulo,213,3,5,5,10,true,true,380000,620000,,1008000
1580,São Paulo,35,1,1,0,-,true,true,0,78000,,83200
1581,Belo Horizonte,312,4,5,4,15,true,true,315000,1500000,,2010000
1582,São Paulo,160,3,4,3,4,true,true,208700,250000,,491700
1583,São Paulo,22,1,1,0,26,true,true,29500,200000,,236500
1584,São Paulo,400,4,4,3,1,true,true,300000,1000000,,1313000
1585,São Paulo,45,1,2,1,11,true,true,49500,210000,,272100
1586,São Paulo,237,4,4,0,13,true,true,316800,800000,,1230000
1587,São Paulo,180,3,3,0,-,true,true,0,1300000,,1391000
1588,São Paulo,30,1,1,0,2,true,true,34900,180500,,217700
1589,São Paulo,13,1,1,0,2,true,true,0,220000,,227000
1590,São Paulo,140,4,4,2,-,true,true,0,680000,,701000
1591,Belo Horizonte,62,2,1,1,3,true,true,10000,105000,,124800
1592,Rio de Janeiro,76,2,1,0,3,true,true,62500,100000,,168800
1593,São Paulo,220,3,4,4,15,true,true,158700,425000,,660200
1594,Campinas,143,3,3,2,6,true,true,160000,330000,,519200
1595,Campinas,44,2,1,0,2,true,true,27200,65000,,93100
1596,São Paulo,90,3,2,1,10,true,true,93400,145000,,246800
1597,Belo Horizonte,190,4,3,3,10,true,true,138400,480000,,660500
1598,São Paulo,79,2,3,1,14,true,true,250000,310000,,614000
1599,São Paulo,45,1,1,2,8,true,true,69500,180000,,268800
1600,Campinas,73,3,2,2,17,true,true,57000,240000,,312600
1601,São Paulo,168,3,4,5,7,true,true,161000,360000,,544600
1602,São Paulo,95,3,2,3,20,true,true,68700,250000,,326000
1603,Porto Alegre,180,2,2,1,4,true,true,17000,200100,,222600
1604,Porto Alegre,65,2,2,0,5,true,true,48500,139000,,198300
1605,Belo Horizonte,110,4,2,0,-,true,true,0,185000,,188100
1606,São Paulo,58,1,1,1,13,true,true,75000,470000,,571000
1607,Belo Horizonte,15,1,1,0,-,true,true,4500,66500,,71900
1608,São Paulo,213,4,3,5,-,true,true,0,390000,,425700
1609,São Paulo,162,4,4,3,7,true,true,150000,550000,,796100
1610,São Paulo,49,1,1,0,12,true,true,44300,380000,,438100
1611,São Paulo,32,1,1,0,2,true,true,0,140000,,141800
1612,Belo Horizonte,78,3,2,2,16,true,true,87500,230000,,343500
1613,Porto Alegre,240,4,4,2,-,true,true,0,500000,,571900
1614,Campinas,150,3,2,1,-,true,true,0,132000,,150700
1615,Belo Horizonte,60,2,1,1,2,true,true,27500,120000,,158800
1616,Belo Horizonte,160,3,2,3,4,true,true,46000,350000,,418400
1617,São Paulo,74,2,2,2,7,true,true,110000,340000,,470700
1618,São Paulo,280,4,4,8,-,true,true,0,704000,,783400
1619,Porto Alegre,42,1,1,0,6,true,true,32000,85000,,120400
1620,Porto Alegre,102,3,2,5,-,true,true,0,297500,,313100
1621,São Paulo,123,3,2,2,11,true,true,134200,217400,,382700
1622,Porto Alegre,50,2,1,1,-,true,true,0,100000,,104300
1623,São Paulo,125,3,2,2,-,true,true,0,170000,,173100
1624,Porto Alegre,240,3,2,4,-,true,true,0,550000,,609800
1625,São Paulo,85,3,2,3,3,true,true,110000,199900,,327800
1626,Belo Horizonte,260,4,5,4,5,true,true,240500,1500000,,1776000
1627,São Paulo,22,1,1,0,-,true,true,0,87000,,88400
1628,São Paulo,278,3,2,1,11,true,true,264000,780000,,1114000
1629,São Paulo,18,1,1,0,8,true,true,40000,113000,,157500
1630,Rio de Janeiro,196,3,4,1,11,true,true,150000,550000,,757100
1631,São Paulo,26,1,1,0,3,true,true,20000,350000,,374600
1632,São Paulo,100,4,2,2,-,true,true,0,350000,,359500
1633,São Paulo,460,4,3,6,8,true,true,440000,1000000,,1619000
1634,São Paulo,189,4,3,2,5,true,true,230000,650000,,946700
1635,São Paulo,226,3,3,0,-,true,true,0,600000,,612500
1636,São Paulo,418,2,4,3,17,true,true,527400,687500,,1235000
1637,Campinas,660,5,5,4,-,true,true,140000,500000,,747600
1638,Campinas,120,1,2,1,-,true,true,0,111200,,112900
1639,São Paulo,70,2,1,1,1,true,true,48400,110000,,161800
1640,São Paulo,400,10,5,8,-,true,true,0,1090000,,1248000
1641,Campinas,82,3,3,2,4,true,true,55000,150000,,222300
1642,São Paulo,210,3,4,4,11,true,true,200000,1500000,,1819000
1643,São Paulo,92,3,2,2,11,true,true,66000,190000,,269000
1644,Belo Horizonte,64,3,1,0,3,true,true,21500,140000,,166100
1645,Porto Alegre,35,2,1,0,1,true,true,0,135000,,137000
1646,São Paulo,120,2,2,2,-,true,true,0,269000,,295700
1647,São Paulo,16,1,1,0,1,true,true,0,120000,,127500
1648,Porto Alegre,60,2,1,0,2,true,true,30000,95000,,126400
1649,Campinas,223,3,5,2,2,true,true,140000,330000,,503200
1650,São Paulo,50,1,1,0,-,true,true,0,80000,,81300
1651,Porto Alegre,30,1,1,0,5,true,true,40000,94000,,138900
1652,São Paulo,111,2,2,1,14,true,true,140000,350000,,512000
1653,São Paulo,290,4,3,2,1,true,true,289000,715000,,1099000
1654,Campinas,80,3,1,1,1,true,true,38000,132800,,176800
1655,São Paulo,353,4,5,5,46,true,true,300000,1000000,,1313000
1656,São Paulo,55,2,1,1,18,true,true,63500,199000,,273100
1657,Campinas,49,2,1,1,1,true,true,26300,100000,,131400
1658,Rio de Janeiro,50,2,1,0,4,true,true,45000,85000,,133200
1659,São Paulo,182,4,4,2,10,true,true,296500,600000,,964700
1660,São Paulo,42,1,1,1,9,true,true,56500,380000,,443800
1661,São Paulo,500,5,7,5,22,true,true,550000,1400000,,2176000
1662,São Paulo,56,1,1,0,-,true,true,0,120000,,126700
1663,Rio de Janeiro,170,3,2,1,9,true,true,200000,460000,,704400
1664,São Paulo,160,3,3,2,8,true,true,200000,500000,,763400
1665,São Paulo,70,1,1,2,-,true,true,0,130000,,138300
1666,Campinas,120,2,1,4,-,true,true,0,240000,,249600
1667,Rio de Janeiro,65,2,1,1,3,true,true,55000,165000,,222200
1668,São Paulo,300,4,4,6,7,true,true,400000,550000,,1075000
1669,São Paulo,140,3,2,2,8,true,true,105000,1200000,,1341000
1670,São Paulo,108,2,3,2,-,true,true,45000,210000,,283200
1671,Porto Alegre,220,3,3,4,-,true,true,0,250000,,490500
1672,São Paulo,157,3,3,4,19,true,true,130000,490000,,698800
1673,São Paulo,101,3,4,2,5,true,true,130000,312000,,480000
1674,São Paulo,87,3,2,4,14,true,true,80000,200000,,289300
1675,Campinas,123,3,2,2,13,true,true,83400,200000,,300800
1676,São Paulo,67,1,2,1,12,true,true,81500,247900,,344300
1677,São Paulo,200,3,3,8,-,true,true,0,448000,,505700
1678,São Paulo,48,2,1,1,8,true,true,54500,172000,,228700
1679,Belo Horizonte,51,2,1,1,2,true,true,26000,70000,,99700
1680,São Paulo,54,2,1,1,5,true,true,24500,130000,,156600
1681,São Paulo,280,3,3,2,9,true,true,300000,565000,,941400
1682,São Paulo,172,3,4,3,5,true,true,165000,780000,,1044000
1683,São Paulo,136,3,2,2,13,true,true,125900,1500000,,1682000
1684,São Paulo,300,4,2,0,5,true,true,600000,1500000,,2203000
1685,São Paulo,26,1,1,0,6,true,true,25000,230000,,262200
1686,Rio de Janeiro,52,1,1,0,2,true,true,47700,117200,,171500
1687,Rio de Janeiro,72,2,2,1,5,true,true,50000,120000,,172100
1688,Rio de Janeiro,240,3,3,1,8,true,true,230000,700000,,980800
1689,São Paulo,100,3,2,6,-,true,true,0,750000,,861300
1690,Rio de Janeiro,145,3,3,2,4,true,true,400000,1196000,,1612000
1691,São Paulo,60,2,2,2,-,true,true,16500,195000,,221200
1692,Porto Alegre,260,2,2,1,3,true,true,17000,200000,,222500
1693,Belo Horizonte,28,1,1,0,-,true,true,55000,110000,,166500
1694,Campinas,25,1,1,0,3,true,true,30000,100000,,131300
1695,São Paulo,45,2,1,1,9,true,true,30000,192000,,227900
1696,Belo Horizonte,115,3,2,2,3,true,true,45000,195000,,255900
1697,Porto Alegre,48,2,1,0,4,true,true,46800,80000,,130800
1698,São Paulo,150,3,3,8,-,true,true,0,800000,,920500
1699,São Paulo,160,4,3,2,-,true,true,0,380000,,410800
1700,São Paulo,700,4,4,4,-,true,true,0,1000000,,3204000
1701,São Paulo,340,4,6,4,11,true,true,480000,765000,,1421000
1702,Rio de Janeiro,25,1,1,0,3,true,true,56100,151300,,208100
1703,São Paulo,79,3,2,2,11,true,true,65200,129000,,204900
1704,São Paulo,35,1,1,1,2,true,true,53000,160000,,228500
1705,São Paulo,270,3,4,0,1,true,true,0,350000,,371000
1706,São Paulo,156,3,4,3,7,true,true,141700,500000,,698100
1707,São Paulo,50,1,1,1,8,true,true,60000,280000,,342000
1708,São Paulo,60,1,1,2,2,true,true,339800,190000,,561100
1709,São Paulo,140,3,4,3,18,true,true,110000,400000,,564000
1710,São Paulo,53,1,1,0,2,true,true,17000,168000,,194000
1711,São Paulo,200,4,4,4,-,true,true,0,422000,,473400
1712,Belo Horizonte,125,4,2,2,1,true,true,110000,210000,,349500
1713,São Paulo,160,3,4,3,-,true,true,0,935000,,949100
1714,Campinas,300,4,5,3,9,true,true,165000,950000,,1173000
1715,Belo Horizonte,175,3,3,2,4,true,true,40000,370000,,435500
1716,Rio de Janeiro,158,3,2,2,14,true,true,200000,800000,,1055000
1717,Rio de Janeiro,110,3,2,1,4,true,true,120000,285000,,434600
1718,São Paulo,168,3,2,2,-,true,true,0,250000,,269000
1719,São Paulo,120,3,1,2,-,true,true,0,350000,,367000
1720,Belo Horizonte,230,4,3,4,7,true,true,310000,1500000,,1980000
1721,São Paulo,255,3,4,2,10,true,true,260000,600000,,917700
1722,São Paulo,23,1,1,1,26,true,true,47200,230000,,286100
1723,São Paulo,120,3,2,1,1,true,true,87000,250000,,356200
1724,São Paulo,45,1,1,2,8,true,true,69500,180000,,268800
1725,Belo Horizonte,154,3,2,1,1,true,true,30000,200000,,248600
1726,Rio de Janeiro,50,1,1,1,13,true,true,0,452000,,457900
1727,Rio de Janeiro,104,3,2,2,4,true,true,154900,700000,,897700
1728,São Paulo,50,2,1,1,9,true,true,97800,243000,,356300
1729,Porto Alegre,75,2,2,1,6,true,true,38300,140000,,192100
1730,São Paulo,145,3,2,1,2,true,true,101700,200000,,305500
1731,São Paulo,211,3,5,3,12,true,true,250000,700000,,1034000
1732,São Paulo,30,1,1,0,2,true,true,0,206000,,208700
1733,Campinas,170,4,3,1,10,true,true,147000,370000,,521700
1734,São Paulo,86,2,2,1,4,true,true,69000,190000,,270800
1735,Rio de Janeiro,230,3,4,3,10,true,true,200000,300000,,559500
1736,São Paulo,61,1,2,2,1,true,true,220000,400000,,650100
1737,São Paulo,383,4,4,5,11,true,true,218900,300400,,594100
1738,São Paulo,210,3,3,0,-,true,true,0,550000,,631700
1739,São Paulo,60,2,2,1,14,true,true,91600,565000,,669700
1740,São Paulo,213,4,6,4,1,true,true,320000,850000,,1278000
1741,Porto Alegre,93,2,2,3,6,true,true,87300,390000,,505400
1742,São Paulo,50,1,1,1,20,true,true,78100,530000,,636100
1743,São Paulo,149,2,3,3,21,true,true,160300,450000,,704400
1744,São Paulo,410,4,5,5,1,true,true,0,2000000,,2025000
1745,São Paulo,40,1,1,1,14,true,true,47400,317500,,379500
1746,Rio de Janeiro,46,1,1,0,11,true,true,65900,150000,,228000
1747,São Paulo,378,4,4,8,-,true,true,0,1000000,,1149000
1748,São Paulo,60,2,2,2,11,true,true,76000,380000,,474100
1749,Rio de Janeiro,180,2,3,1,3,true,true,250000,850000,,1181000
1750,Belo Horizonte,70,2,2,2,1,true,true,30000,145000,,186400
1751,São Paulo,68,2,1,1,9,true,true,0,210000,,212700
1752,Rio de Janeiro,85,2,2,1,4,true,true,76300,180000,,266500
1753,Belo Horizonte,140,4,2,2,2,true,true,45000,228100,,298300
1754,Belo Horizonte,52,2,2,1,2,true,true,36000,165000,,211800
1755,Porto Alegre,63,2,2,0,7,true,true,40000,260000,,314700
1756,São Paulo,65,2,2,2,13,true,true,108400,330000,,463300
1757,Belo Horizonte,60,3,1,1,1,true,true,34800,95000,,137400
1758,Belo Horizonte,27,1,1,0,2,true,true,0,116700,,151700
1759,São Paulo,260,4,4,3,11,true,true,350000,1500000,,2011000
1760,São Paulo,44,1,1,1,13,true,true,40000,120000,,161600
1761,São Paulo,170,3,3,2,-,true,true,0,485000,,525700
1762,São Paulo,118,3,2,1,11,true,true,111600,477500,,613700
1763,São Paulo,114,3,2,2,9,true,true,90000,378000,,482800
1764,Belo Horizonte,154,4,2,2,2,true,true,146500,280000,,460800
1765,Rio de Janeiro,108,3,1,1,3,true,true,230000,1500000,,1783000
1766,São Paulo,147,3,2,2,4,true,true,131300,360000,,537300
1767,São Paulo,365,3,4,3,15,true,true,370000,1200000,,1710000
1768,Porto Alegre,109,3,2,1,2,true,true,68100,242300,,333300
1769,Belo Horizonte,148,3,3,2,3,true,true,28400,250000,,292200
1770,São Paulo,250,3,4,2,-,true,true,0,600000,,616600
1771,Campinas,79,2,1,1,3,true,true,24500,100000,,128300
1772,Rio de Janeiro,66,2,1,1,9,true,true,99700,240000,,360700
1773,Campinas,54,1,1,1,6,true,true,0,137000,,141900
1774,Campinas,87,3,1,1,6,true,true,73000,120000,,201000
1775,São Paulo,640,4,4,4,12,true,true,540000,1020000,,1731000
1776,São Paulo,71,2,1,0,3,true,true,61300,104000,,166700
1777,São Paulo,35,1,1,1,6,true,true,88600,125000,,224200
1778,São Paulo,57,2,2,1,2,true,true,58400,230000,,296400
1779,São Paulo,38,1,1,0,8,true,true,48000,122000,,174100
1780,Rio de Janeiro,70,2,2,1,3,true,true,99000,370000,,486000
1781,São Paulo,350,2,4,8,-,true,true,0,330000,,380000
1782,Rio de Janeiro,300,4,3,2,5,true,true,250000,1200000,,1541000
1783,Porto Alegre,80,2,2,0,8,true,true,43000,132000,,189100
1784,Rio de Janeiro,160,3,3,1,4,true,true,105000,290000,,430500
1785,Porto Alegre,117,3,2,2,10,true,true,156400,550000,,731200
1786,Porto Alegre,112,3,2,2,3,true,true,80000,410000,,506000
1787,Rio de Janeiro,100,2,2,1,-,true,true,0,187000,,189900
1788,Rio de Janeiro,160,4,2,1,2,true,true,150000,423000,,578500
1789,Porto Alegre,68,2,1,0,3,true,true,27000,70000,,100000
1790,São Paulo,530,4,4,4,4,true,true,385700,500000,,1056000
1791,São Paulo,210,3,2,2,-,true,true,0,350000,,365400
1792,Rio de Janeiro,33,1,1,0,8,true,true,60000,330000,,402500
1793,São Paulo,40,2,1,0,3,true,true,34800,110000,,146200
1794,Belo Horizonte,200,5,5,8,-,true,true,0,600000,,711600
1795,São Paulo,58,2,1,2,10,true,true,38300,136000,,176100
1796,São Paulo,120,3,3,2,6,true,true,180000,340000,,537800
1797,São Paulo,162,3,4,0,-,true,true,0,320000,,351600
1798,São Paulo,301,4,5,4,3,true,true,426500,1250000,,1852000
1799,São Paulo,40,1,1,0,1,true,true,15000,180000,,201100
1800,Rio de Janeiro,45,1,1,0,5,true,true,75000,100000,,179700
1801,Rio de Janeiro,135,3,2,1,2,true,true,194000,306000,,546800
1802,São Paulo,135,3,2,1,4,true,true,137800,329000,,498900
1803,Porto Alegre,102,3,2,2,8,true,true,112500,552500,,695600
1804,São Paulo,76,2,2,2,6,true,true,97800,140000,,251900
1805,São Paulo,180,4,1,1,13,true,true,242000,850000,,1143000
1806,Belo Horizonte,72,2,2,1,-,true,true,0,125000,,133700
1807,São Paulo,128,2,3,1,4,true,true,75500,433900,,523400
1808,Campinas,60,3,2,0,2,true,true,35000,236200,,283000
1809,São Paulo,44,1,1,0,4,true,true,45000,250000,,301200
1810,São Paulo,189,3,3,1,12,true,true,214300,580000,,838800
1811,Porto Alegre,450,6,2,8,-,true,true,0,400000,,426900
1812,São Paulo,286,4,4,5,-,true,true,0,1080000,,1209000
1813,São Paulo,276,4,6,4,10,true,true,345000,450000,,972100
1814,São Paulo,60,1,2,1,9,true,true,84400,380000,,469300
1815,São Paulo,40,1,1,0,-,true,true,0,88000,,94200
1816,Rio de Janeiro,57,2,2,1,4,true,true,60000,180000,,242400
1817,Campinas,45,1,1,1,3,true,true,52100,60000,,116700
1818,São Paulo,42,1,1,1,12,true,true,71200,350000,,427900
1819,Rio de Janeiro,68,2,1,1,2,true,true,56000,110000,,171700
1820,Rio de Janeiro,120,3,2,1,4,true,true,165000,480000,,686700
1821,São Paulo,360,4,4,2,4,true,true,334000,1105000,,1453000
1822,São Paulo,140,2,1,0,-,true,true,0,165000,,184200
1823,São Paulo,35,1,1,0,-,true,true,0,110000,,114400
1824,São Paulo,16,1,1,0,1,true,true,0,91000,,92200
1825,Campinas,110,3,1,1,13,true,true,78000,110000,,199700
1826,Campinas,69,2,1,1,7,true,true,48500,98000,,153800
1827,Belo Horizonte,59,2,2,0,2,true,true,51000,140000,,204100
1828,São Paulo,336,4,4,6,-,true,true,0,767700,,874300
1829,São Paulo,210,4,4,3,5,true,true,280000,500000,,878100
1830,São Paulo,242,4,5,4,4,true,true,327000,1200000,,1635000
1831,Porto Alegre,28,1,1,0,4,true,true,35000,55000,,93000
1832,São Paulo,220,4,3,3,2,true,true,420800,900000,,1453000
1833,Porto Alegre,62,3,2,1,1,true,true,48500,162900,,219200
1834,Rio de Janeiro,111,3,2,2,11,true,true,110000,350000,,497100
1835,Campinas,159,3,2,2,1,true,true,100000,250000,,386600
1836,Rio de Janeiro,70,2,2,0,5,true,true,69000,225000,,306900
1837,São Paulo,150,3,2,2,2,true,true,118100,200000,,359100
1838,São Paulo,50,1,1,1,17,true,true,77600,400000,,495300
1839,São Paulo,450,3,3,8,-,true,true,0,501500,,549100
1840,Belo Horizonte,64,2,1,1,2,true,true,25200,85000,,119200
1841,São Paulo,600,5,7,5,-,true,true,0,520000,,543400
1842,São Paulo,70,1,1,0,8,true,true,43000,320000,,378000
1843,São Paulo,76,3,2,0,6,true,true,116000,124000,,251100
1844,São Paulo,280,3,3,4,-,true,true,0,652000,,745300
1845,São Paulo,172,2,4,3,23,true,true,140000,1100000,,1332000
1846,São Paulo,246,3,4,4,3,true,true,380000,1200000,,1670000
1847,São Paulo,64,2,1,1,8,true,true,40000,150000,,202100
1848,Belo Horizonte,30,1,1,0,2,true,true,0,55000,,55800
1849,São Paulo,80,3,2,1,-,true,true,0,217000,,225000
1850,Rio de Janeiro,87,3,1,1,7,true,true,78600,180000,,276900
1851,Porto Alegre,50,1,1,1,7,true,true,25000,80000,,106200
1852,Porto Alegre,50,1,1,0,6,true,true,40000,80000,,123200
1853,São Paulo,30,1,1,0,-,true,true,0,185000,,204500
1854,São Paulo,43,1,1,0,6,true,true,21900,147200,,173900
1855,São Paulo,300,3,4,0,-,true,true,0,1000000,,1215000
1856,Campinas,58,1,2,1,10,true,true,85000,75000,,165000
1857,São Paulo,30,1,1,1,14,true,true,137900,166000,,307900
1858,São Paulo,54,2,1,0,2,true,true,57100,170000,,242800
1859,Rio de Janeiro,80,2,2,1,2,true,true,105000,350000,,476300
1860,Porto Alegre,62,2,2,1,10,true,true,48000,160000,,211300
1861,Porto Alegre,66,2,2,0,3,true,true,55000,120000,,181800
1862,São Paulo,80,2,2,1,2,true,true,40000,150000,,195600
1863,São Paulo,560,4,4,7,2,true,true,860000,1500000,,2879000
1864,São Paulo,30,1,1,1,5,true,true,50000,390000,,453400
1865,São Paulo,50,1,1,0,-,true,true,0,160000,,162500
1866,Rio de Janeiro,81,2,2,1,8,true,true,61500,350000,,438600
1867,São Paulo,218,4,4,4,3,true,true,248800,493000,,893500
1868,Campinas,54,2,1,2,6,true,true,30000,120000,,156200
1869,Rio de Janeiro,60,2,1,0,-,true,true,0,120000,,121900
